geneId	gene	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_n208	DE_n6	DE_RR_LL	seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	external_gene_name
ENSG00000132199	ENOSF1	890.271031066571	0.933121700154586	0.262464992047598	3.55522347142344	0.000377657962096739	0.0534950937644853	ENOSF1	890.271031066571	0.0757178997174509	0.319371499686794	0.237084084809406	0.812591558912432	0.987516362657948	ENOSF1	890.271031066571	0.361368080305457	0.327842563003352	1.10226102735099	0.270348207339072	0.999855349557366	ENOSF1	FALSE	FALSE	FALSE	18	712456	712511	56	*	KOS_6h_peak_18	190	.	13.25266	26.31465	19.09991	41	Promoter (<=1kb)	18	674161	712523	38363	2	ENST00000585128	12	ENOSF1
ENSG00000140937	CDH11	12983.456527903	-0.188773509798753	0.20356406923878	-0.927341993627188	0.353748997516643	0.878704112446476	CDH11	12983.456527903	-0.0315671312256857	0.249248713952488	-0.126649123781249	0.899218114801579	0.992425209781829	CDH11	12983.456527903	0.128372150555027	0.249893575239642	0.513707286919725	0.607456656535841	0.999855349557366	CDH11	FALSE	FALSE	FALSE	16	65124761	65124824	64	*	KOS_6h_peak_13	302	.	17.90192	37.81309	30.25639	28	Promoter (<=1kb)	16	65004642	65124292	119651	2	ENST00000569624	-469	CDH11
ENSG00000142002	DPP9	5430.54599244037	0.134551758787865	0.174270305284497	0.772086550076384	0.440063167719801	0.902293138084313	DPP9	5430.54599244037	0.0127427927584071	0.213126598677651	0.0597897814607375	0.952323064230658	0.995375058636735	DPP9	5430.54599244037	0.0459319472058991	0.214554295008549	0.214080763119046	0.830484076852423	0.999855349557366	DPP9	FALSE	FALSE	FALSE	19	4724611	4724665	55	*	KOS_6h_peak_21	48	.	5.56603	10.8073	4.85051	20	Promoter (<=1kb)	19	4714106	4724673	10568	2	ENST00000598041	8	DPP9
ENSG00000145113	MUC4	2.55509941165682	-1.58052197553151	2.25455315352116	-0.701035579073865	0.483280811634826	NA	MUC4	2.55509941165682	-1.30641638922176	2.44919727401597	-0.533405946136637	0.593752602294304	NA	MUC4	2.55509941165682	-0.0109449849020509	3.15440860582482	-0.00346974227810573	0.997231551761278	NA	MUC4	FALSE	FALSE	FALSE	3	195767743	195767860	118	*	KOS_6h_peak_29	52	.	7.20413	11.3461	5.29612	96	Promoter (1-2kb)	3	195766662	195769688	3027	2	ENST00000486425	1828	MUC4
ENSG00000147027	TMEM47	5247.73323391989	-0.0469476980788423	0.237808848467422	-0.197417793246132	0.843500606615551	0.982819727637514	TMEM47	5247.73323391989	-0.0877608399541498	0.291020705146201	-0.301562185790393	0.762985838035538	0.984004990334575	TMEM47	5247.73323391989	-0.327324717801104	0.292307849121357	-1.11979448648062	0.262801349345113	0.999855349557366	TMEM47	FALSE	FALSE	FALSE	X	34687293	34687340	48	*	KOS_6h_peak_50	90	.	9.43462	15.54981	9.02475	14	Distal Intergenic	23	34627075	34657285	30211	2	ENST00000275954	-30008	TMEM47
ENSG00000149679	CABLES2	624.668780410537	0.459128659138317	0.220811383550004	2.0792798439866	0.0375916366207335	0.503399460106579	CABLES2	624.668780410537	-0.406287003372536	0.270920251546292	-1.49965534526722	0.133703703322062	0.843125617528671	CABLES2	624.668780410537	-0.559555934304974	0.284451210088172	-1.96714204215031	0.0491668375365741	0.772023959616844	CABLES2	FALSE	FALSE	FALSE	20	62398036	62398098	63	*	KOS_6h_peak_25	101	.	9.59184	16.77474	10.17675	39	Promoter (1-2kb)	20	62391014	62396331	5318	2	ENST00000453274	-1705	CABLES2
ENSG00000150672	DLG2	72.4655326852691	-0.668302522186632	0.458739077555843	-1.45682492485127	0.145164713820066	0.757355826178708	DLG2	72.4655326852691	0.293948331687836	0.533995649823952	0.550469524957264	0.58199737376898	0.960022489587634	DLG2	72.4655326852691	-0.124190771041123	0.602584323399154	-0.206096916595122	0.836715207272759	0.999855349557366	DLG2	FALSE	FALSE	FALSE	11	84313346	84313401	56	*	KOS_6h_peak_10	118	.	10.78242	18.56221	11.82841	14	Intron (ENST00000280241/ENSG00000150672, intron 1 of 21)	11	83459119	84317337	858219	2	ENST00000706243	3936	DLG2
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000172965	MIR4435-2HG	2587.10453790893	-0.0925855208388274	0.170529511485534	-0.542929608091214	0.587178269357099	0.938689662606899	MIR4435-2HG	2587.10453790893	-0.00066614449948447	0.208237481627441	-0.00319896540372244	0.997447599247109	0.99964073946831	MIR4435-2HG	2587.10453790893	0.240307267205383	0.211169950876873	1.13798040965354	0.255128662683348	0.999855349557366	MIR4435-2HG	FALSE	FALSE	FALSE	2	111251528	111251620	93	*	KOS_6h_peak_24	23	.	5.54164	7.82102	2.36385	58	Intron (ENST00000645030/ENSG00000172965, intron 3 of 4)	2	111237004	111239047	2044	2	ENST00000371162	-12481	MIR4435-2HG
ENSG00000174469	CNTNAP2	19.0755932828628	-3.89243562613575	1.26183986018959	-3.08473028071164	0.00203736821995284	NA	CNTNAP2	19.0755932828628	2.48906647986242	1.32001073434676	1.88564108995234	0.0593433363221608	0.724150961377987	CNTNAP2	19.0755932828628	-1.61457484788069	1.38590255568174	-1.16499882424018	0.244019468766356	0.999855349557366	CNTNAP2	NA	FALSE	FALSE	7	148331660	148331762	103	*	KOS_6h_peak_40	42	.	4.07139	10.11901	4.25842	11	Intron (ENST00000361727/ENSG00000174469, intron 21 of 23)	7	148339461	148420998	81538	1	ENST00000463592	-7699	CNTNAP2
ENSG00000188191	PRKAR1B	686.192282952218	0.0889853325009001	0.227364504979257	0.391377416228704	0.69551828295176	0.959572233221751	PRKAR1B	686.192282952218	-0.248909627356533	0.274118378879437	-0.908036988887961	0.363858679432157	0.920460726114146	PRKAR1B	686.192282952218	-0.0299902475150919	0.282570350391522	-0.106133737929469	0.915476243312049	0.999855349557366	PRKAR1B	FALSE	FALSE	FALSE	7	588451	588668	218	*	KOS_6h_peak_35	154	.	6.0515	22.41955	15.4521	150	Intron (ENST00000544935/ENSG00000188191, intron 7 of 10)	7	550270	602683	52414	2	ENST00000400758	14015	PRKAR1B
ENSG00000188191	PRKAR1B	686.192282952218	0.0889853325009001	0.227364504979257	0.391377416228704	0.69551828295176	0.959572233221751	PRKAR1B	686.192282952218	-0.248909627356533	0.274118378879437	-0.908036988887961	0.363858679432157	0.920460726114146	PRKAR1B	686.192282952218	-0.0299902475150919	0.282570350391522	-0.106133737929469	0.915476243312049	0.999855349557366	PRKAR1B	FALSE	FALSE	FALSE	7	588797	588882	86	*	KOS_6h_peak_36	127	.	7.34931	19.53123	12.751	30	Intron (ENST00000544935/ENSG00000188191, intron 7 of 10)	7	550270	602683	52414	2	ENST00000400758	13801	PRKAR1B
ENSG00000234409	CCDC188	36.0755263472186	-0.108319184674407	0.62728175703333	-0.172680272397354	0.862902751179011	NA	CCDC188	36.0755263472186	0.0323963575427623	0.782452517406684	0.0414036082983475	0.966974136259503	0.996274296985891	CCDC188	36.0755263472186	0.886099813176837	0.823350600896094	1.07621201977924	0.281832445333884	0.999855349557366	CCDC188	FALSE	FALSE	FALSE	22	20163150	20163201	52	*	KOS_6h_peak_27	83	.	8.849	14.76837	8.31738	21	Distal Intergenic	22	20148416	20151055	2640	2	ENST00000439765	-12095	CCDC188
ENSG00000235376	RPEL1	2.90693205440395	-0.0660589259158379	2.06291482213925	-0.0320221296618222	0.974454403027397	NA	RPEL1	2.90693205440395	0.936268826188328	2.35892035809525	0.396905653459337	0.691437035062138	NA	RPEL1	2.90693205440395	-0.0109342000154082	3.07751399231918	-0.00355293267315685	0.997165175838671	NA	RPEL1	FALSE	FALSE	FALSE	10	103250919	103251008	90	*	KOS_6h_peak_8	68	.	4.97672	13.14027	6.84864	76	Intron (ENST00000675164/ENSG00000076685, intron 1 of 19)	10	103245887	103248016	2130	1	ENST00000441178	5032	RPEL1
ENSG00000253931	LINC02990	4.26510300015108	5.39389052340737	5.30139793860395	1.01744682928439	0.308940914211432	NA	LINC02990	4.26510300015108	0.27827079856898	6.32068322689134	0.0440254302549251	0.964884133104073	NA	LINC02990	4.26510300015108	2.19817908567295	6.55433552084248	0.335377869912646	0.737340059528723	NA	LINC02990	NA	FALSE	NA	8	143410938	143411001	64	*	KOS_6h_peak_42	91	.	6.40101	15.67667	9.1334	29	Promoter (1-2kb)	8	143412749	143417054	4306	1	ENST00000523002	-1748	LINC02990
