"geneId"	"seqnames_2h"	"start_2h"	"end_2h"	"width_2h"	"strand_2h"	"V4_2h"	"V5_2h"	"V6_2h"	"V7_2h"	"V8_2h"	"V9_2h"	"V10_2h"	"annotation_2h"	"geneChr_2h"	"geneStart_2h"	"geneEnd_2h"	"geneLength_2h"	"geneStrand_2h"	"transcriptId_2h"	"distanceToTSS_2h"	"external_gene_name_2h"	"seqnames_4h"	"start_4h"	"end_4h"	"width_4h"	"strand_4h"	"V4_4h"	"V5_4h"	"V6_4h"	"V7_4h"	"V8_4h"	"V9_4h"	"V10_4h"	"annotation_4h"	"geneChr_4h"	"geneStart_4h"	"geneEnd_4h"	"geneLength_4h"	"geneStrand_4h"	"transcriptId_4h"	"distanceToTSS_4h"	"external_gene_name_4h"	"seqnames_6h"	"start_6h"	"end_6h"	"width_6h"	"strand_6h"	"V4_6h"	"V5_6h"	"V6_6h"	"V7_6h"	"V8_6h"	"V9_6h"	"V10_6h"	"annotation_6h"	"geneChr_6h"	"geneStart_6h"	"geneEnd_6h"	"geneLength_6h"	"geneStrand_6h"	"transcriptId_6h"	"distanceToTSS_6h"	"external_gene_name_6h"
"11"	"ENSG00000075043"	"20"	63442310	63443693	1384	"*"	"KOS_2h_peak_10246"	928	"."	18.7771	98.78904	92.87176	984	"Promoter (1-2kb)"	20	63438689	63445576	6888	2	"ENST00000630274"	1883	"KCNQ2"	"20"	63443624	63443738	115	"*"	"KOS_4h_peak_946"	46	"."	5.69843	9.24136	4.60994	76	"Promoter (1-2kb)"	20	63438689	63445576	6888	2	"ENST00000630274"	1838	"KCNQ2"	"20"	63443281	63443361	81	"*"	"KOS_6h_peak_26"	53	"."	6.58753	11.42354	5.37104	21	"Promoter (2-3kb)"	20	63438689	63445576	6888	2	"ENST00000630274"	2215	"KCNQ2"
"12"	"ENSG00000075043"	"20"	63442310	63443693	1384	"*"	"KOS_2h_peak_10246"	928	"."	18.7771	98.78904	92.87176	984	"Promoter (1-2kb)"	20	63438689	63445576	6888	2	"ENST00000630274"	1883	"KCNQ2"	"20"	63442412	63443573	1162	"*"	"KOS_4h_peak_945"	396	"."	18.5184	46.58577	39.6448	408	"Promoter (2-3kb)"	20	63438689	63445576	6888	2	"ENST00000630274"	2003	"KCNQ2"	"20"	63443281	63443361	81	"*"	"KOS_6h_peak_26"	53	"."	6.58753	11.42354	5.37104	21	"Promoter (2-3kb)"	20	63438689	63445576	6888	2	"ENST00000630274"	2215	"KCNQ2"
"13"	"ENSG00000100207"	"22"	42323751	42324386	636	"*"	"KOS_2h_peak_10830"	1651	"."	22.51521	174.65948	165.16829	291	"Intron (ENST00000515426/ENSG00000100207, intron 1 of 1)"	22	42211513	42318239	106727	2	"ENST00000675876"	-5512	"TCF20"	"22"	42323845	42324233	389	"*"	"KOS_4h_peak_1010"	538	"."	17.17481	61.58615	53.84314	223	"Intron (ENST00000515426/ENSG00000100207, intron 1 of 1)"	22	42211513	42318239	106727	2	"ENST00000675876"	-5606	"TCF20"	"22"	42323866	42324217	352	"*"	"KOS_6h_peak_28"	33	"."	3.19121	9.04402	3.35315	244	"Intron (ENST00000515426/ENSG00000100207, intron 1 of 1)"	22	42211513	42318239	106727	2	"ENST00000675876"	-5627	"TCF20"
"14"	"ENSG00000100207"	"22"	42270709	42270867	159	"*"	"KOS_2h_peak_10829"	45	"."	4.92429	7.66001	4.56231	80	"Promoter (<=1kb)"	22	42160013	42270653	110641	2	"ENST00000677622"	-56	"TCF20"	"22"	42323845	42324233	389	"*"	"KOS_4h_peak_1010"	538	"."	17.17481	61.58615	53.84314	223	"Intron (ENST00000515426/ENSG00000100207, intron 1 of 1)"	22	42211513	42318239	106727	2	"ENST00000675876"	-5606	"TCF20"	"22"	42323866	42324217	352	"*"	"KOS_6h_peak_28"	33	"."	3.19121	9.04402	3.35315	244	"Intron (ENST00000515426/ENSG00000100207, intron 1 of 1)"	22	42211513	42318239	106727	2	"ENST00000675876"	-5627	"TCF20"
"15"	"ENSG00000109654"	"4"	153131623	153131744	122	"*"	"KOS_2h_peak_12296"	54	"."	4.93416	8.62136	5.44621	74	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-20419	"TRIM2"	"4"	153129352	153129995	644	"*"	"KOS_4h_peak_1130"	437	"."	12.59435	51.06225	43.79116	149	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-22168	"TRIM2"	"4"	153129468	153129540	73	"*"	"KOS_6h_peak_33"	30	"."	4.1811	8.67389	3.07723	19	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-22623	"TRIM2"
"16"	"ENSG00000109654"	"4"	153153564	153153800	237	"*"	"KOS_2h_peak_12297"	22	"."	3.41801	5.09657	2.23103	44	"Promoter (<=1kb)"	4	153153118	153336358	183241	1	"ENST00000437508"	446	"TRIM2"	"4"	153129352	153129995	644	"*"	"KOS_4h_peak_1130"	437	"."	12.59435	51.06225	43.79116	149	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-22168	"TRIM2"	"4"	153129468	153129540	73	"*"	"KOS_6h_peak_33"	30	"."	4.1811	8.67389	3.07723	19	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-22623	"TRIM2"
"17"	"ENSG00000109654"	"4"	153129185	153130328	1144	"*"	"KOS_2h_peak_12295"	925	"."	14.4774	98.4453	92.53308	313	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-21835	"TRIM2"	"4"	153129352	153129995	644	"*"	"KOS_4h_peak_1130"	437	"."	12.59435	51.06225	43.79116	149	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-22168	"TRIM2"	"4"	153129468	153129540	73	"*"	"KOS_6h_peak_33"	30	"."	4.1811	8.67389	3.07723	19	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-22623	"TRIM2"
"18"	"ENSG00000109654"	"4"	153249146	153249294	149	"*"	"KOS_2h_peak_12298"	37	"."	3.65502	6.72316	3.70026	40	"Intron (ENST00000676423/ENSG00000109654, intron 1 of 11)"	4	153257339	153339311	81973	1	"ENST00000676374"	-8045	"TRIM2"	"4"	153129352	153129995	644	"*"	"KOS_4h_peak_1130"	437	"."	12.59435	51.06225	43.79116	149	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-22168	"TRIM2"	"4"	153129468	153129540	73	"*"	"KOS_6h_peak_33"	30	"."	4.1811	8.67389	3.07723	19	"Distal Intergenic"	4	153152163	153339311	187149	1	"ENST00000676423"	-22623	"TRIM2"
"19"	"ENSG00000130720"	"9"	130955039	130955372	334	"*"	"KOS_2h_peak_16176"	108	"."	5.95776	14.31069	10.80486	155	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-15753	"FIBCD1"	"9"	130958609	130959028	420	"*"	"KOS_4h_peak_1450"	181	"."	6.78627	23.7713	18.15943	137	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19323	"FIBCD1"	"9"	130958652	130958823	172	"*"	"KOS_6h_peak_43"	31	"."	4.50441	8.76288	3.13862	158	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19366	"FIBCD1"
"20"	"ENSG00000130720"	"9"	130958477	130959093	617	"*"	"KOS_2h_peak_16177"	1292	"."	22.16312	136.27856	129.26431	266	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19191	"FIBCD1"	"9"	130958609	130959028	420	"*"	"KOS_4h_peak_1450"	181	"."	6.78627	23.7713	18.15943	137	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19323	"FIBCD1"	"9"	130958652	130958823	172	"*"	"KOS_6h_peak_43"	31	"."	4.50441	8.76288	3.13862	158	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19366	"FIBCD1"
"21"	"ENSG00000130720"	"9"	130939043	130939164	122	"*"	"KOS_2h_peak_16175"	50	"."	5.05201	8.17986	5.03625	90	"Promoter (<=1kb)"	9	130902438	130939068	36631	2	"ENST00000448616"	0	"FIBCD1"	"9"	130958609	130959028	420	"*"	"KOS_4h_peak_1450"	181	"."	6.78627	23.7713	18.15943	137	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19323	"FIBCD1"	"9"	130958652	130958823	172	"*"	"KOS_6h_peak_43"	31	"."	4.50441	8.76288	3.13862	158	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19366	"FIBCD1"
"22"	"ENSG00000130720"	"9"	130926157	130926279	123	"*"	"KOS_2h_peak_16172"	40	"."	4.78321	7.13903	4.0802	22	"Intron (ENST00000448616/ENSG00000130720, intron 3 of 7)"	9	130902440	130929979	27540	2	"ENST00000444139"	3700	"FIBCD1"	"9"	130958609	130959028	420	"*"	"KOS_4h_peak_1450"	181	"."	6.78627	23.7713	18.15943	137	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19323	"FIBCD1"	"9"	130958652	130958823	172	"*"	"KOS_6h_peak_43"	31	"."	4.50441	8.76288	3.13862	158	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19366	"FIBCD1"
"23"	"ENSG00000130720"	"9"	130938468	130938607	140	"*"	"KOS_2h_peak_16174"	52	"."	5.1745	8.38295	5.23022	50	"Promoter (<=1kb)"	9	130902438	130939068	36631	2	"ENST00000448616"	461	"FIBCD1"	"9"	130958609	130959028	420	"*"	"KOS_4h_peak_1450"	181	"."	6.78627	23.7713	18.15943	137	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19323	"FIBCD1"	"9"	130958652	130958823	172	"*"	"KOS_6h_peak_43"	31	"."	4.50441	8.76288	3.13862	158	"Distal Intergenic"	9	130938017	130939286	1270	2	"ENST00000463475"	-19366	"FIBCD1"
"24"	"ENSG00000131591"	"1"	1079521	1079641	121	"*"	"KOS_2h_peak_24"	42	"."	4.20679	7.29784	4.22382	53	"Distal Intergenic"	1	1082146	1084072	1927	2	"ENST00000464905"	4431	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"
"25"	"ENSG00000131591"	"1"	1079521	1079641	121	"*"	"KOS_2h_peak_24"	42	"."	4.20679	7.29784	4.22382	53	"Distal Intergenic"	1	1082146	1084072	1927	2	"ENST00000464905"	4431	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"
"26"	"ENSG00000131591"	"1"	1108756	1109276	521	"*"	"KOS_2h_peak_26"	948	"."	21.99789	100.86319	94.88892	149	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2629	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"
"27"	"ENSG00000131591"	"1"	1108756	1109276	521	"*"	"KOS_2h_peak_26"	948	"."	21.99789	100.86319	94.88892	149	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2629	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"
"28"	"ENSG00000131591"	"1"	1115887	1116038	152	"*"	"KOS_2h_peak_27"	54	"."	4.953	8.65468	5.47779	77	"Promoter (<=1kb)"	1	1081818	1116081	34264	2	"ENST00000379339"	43	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"
"29"	"ENSG00000131591"	"1"	1115887	1116038	152	"*"	"KOS_2h_peak_27"	54	"."	4.953	8.65468	5.47779	77	"Promoter (<=1kb)"	1	1081818	1116081	34264	2	"ENST00000379339"	43	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"
"30"	"ENSG00000131591"	"1"	1079521	1079641	121	"*"	"KOS_2h_peak_24"	42	"."	4.20679	7.29784	4.22382	53	"Distal Intergenic"	1	1082146	1084072	1927	2	"ENST00000464905"	4431	"C1orf159"	"1"	1108028	1108622	595	"*"	"KOS_4h_peak_2"	198	"."	7.10191	25.61605	19.88663	380	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1901	"C1orf159"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"
"31"	"ENSG00000131591"	"1"	1079521	1079641	121	"*"	"KOS_2h_peak_24"	42	"."	4.20679	7.29784	4.22382	53	"Distal Intergenic"	1	1082146	1084072	1927	2	"ENST00000464905"	4431	"C1orf159"	"1"	1108028	1108622	595	"*"	"KOS_4h_peak_2"	198	"."	7.10191	25.61605	19.88663	380	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1901	"C1orf159"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"
"32"	"ENSG00000131591"	"1"	1116421	1116617	197	"*"	"KOS_2h_peak_28"	171	"."	7.97662	20.85677	17.10184	83	"Promoter (<=1kb)"	1	1087190	1116361	29172	2	"ENST00000475119"	-60	"C1orf159"	"1"	1108028	1108622	595	"*"	"KOS_4h_peak_2"	198	"."	7.10191	25.61605	19.88663	380	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1901	"C1orf159"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"
"33"	"ENSG00000131591"	"1"	1116421	1116617	197	"*"	"KOS_2h_peak_28"	171	"."	7.97662	20.85677	17.10184	83	"Promoter (<=1kb)"	1	1087190	1116361	29172	2	"ENST00000475119"	-60	"C1orf159"	"1"	1108028	1108622	595	"*"	"KOS_4h_peak_2"	198	"."	7.10191	25.61605	19.88663	380	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1901	"C1orf159"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"
"34"	"ENSG00000131591"	"1"	1116421	1116617	197	"*"	"KOS_2h_peak_28"	171	"."	7.97662	20.85677	17.10184	83	"Promoter (<=1kb)"	1	1087190	1116361	29172	2	"ENST00000475119"	-60	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"
"35"	"ENSG00000131591"	"1"	1116421	1116617	197	"*"	"KOS_2h_peak_28"	171	"."	7.97662	20.85677	17.10184	83	"Promoter (<=1kb)"	1	1087190	1116361	29172	2	"ENST00000475119"	-60	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"
"36"	"ENSG00000131591"	"1"	1107952	1108686	735	"*"	"KOS_2h_peak_25"	1065	"."	26.02949	112.85466	106.52692	440	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1825	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108871	1108981	111	"*"	"KOS_6h_peak_2"	31	"."	4.50441	8.76288	3.13862	75	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2744	"C1orf159"
"37"	"ENSG00000131591"	"1"	1107952	1108686	735	"*"	"KOS_2h_peak_25"	1065	"."	26.02949	112.85466	106.52692	440	"Promoter (1-2kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-1825	"C1orf159"	"1"	1108806	1109169	364	"*"	"KOS_4h_peak_3"	326	"."	15.85206	39.07087	32.63005	260	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2679	"C1orf159"	"1"	1108336	1108425	90	"*"	"KOS_6h_peak_1"	19	"."	4.39424	7.35457	1.99955	57	"Promoter (2-3kb)"	1	1082700	1106127	23428	2	"ENST00000379319"	-2209	"C1orf159"
